130,12398,6/29/2008
131,1143,6/30/2008
132,27871,7/1/2008
133,13186,7/2/2008
134,16935,10/30/2008
135,11069,5/26/2008
136,32706,6/1/2008
137,1937,9/12/2008
138,33139,11/19/2008
139,28861,7/2/2008
140,19756,10/30/2008
141,5052,5/26/2008
142,20968,6/1/2008
143,24339,5/26/2008
144,27528,6/1/2008
145,27288,9/12/2008
146,2777,11/19/2008
147,5940,7/2/2008
148,38235,10/30/2008
149,14479,5/26/2008
150,35456,6/1/2008
151,35771,9/12/2008
152,10952,11/19/2008
153,5348,7/2/2008
154,5366,10/30/2008
155,15902,5/26/2008
156,34649,6/1/2008
157,38674,5/26/2008
158,6749,6/1/2008
159,24681,5/26/2008
160,34862,6/1/2008
161,30608,9/12/2008
162,15390,11/19/2008
163,30839,7/2/2008
164,9269,10/30/2008
165,1207,7/2/2008
166,30472,10/30/2008
167,14919,5/26/2008
168,1534,6/1/2008
169,25097,6/26/2008
170,11018,6/27/2008
171,33405,6/28/2008
172,15170,6/29/2008
173,1039,6/30/2008
174,11020,7/1/2008
175,20344,7/2/2008
176,26264,10/30/2008
177,38617,5/26/2008
178,33652,6/1/2008
179,23830,9/12/2008
180,3197,11/19/2008
181,30158,7/2/2008
182,37853,10/30/2008
183,8276,5/26/2008
184,7694,6/1/2008
185,3725,5/26/2008
186,23797,6/1/2008
187,29808,9/12/2008
188,30339,11/19/2008
189,34142,7/2/2008
190,34883,10/30/2008
191,5279,5/26/2008
192,36214,6/1/2008
193,5741,9/12/2008
194,5371,11/19/2008
195,2241,7/2/2008
196,4585,10/30/2008
197,986,5/26/2008
198,36291,6/1/2008
199,38026,5/26/2008
200,19082,6/1/2008
201,16105,5/26/2008
202,33478,6/1/2008
203,26035,9/12/2008
204,3934,11/19/2008
205,1682,7/2/2008
206,510,10/30/2008
207,19262,7/2/2008
208,14754,10/30/2008
209,38237,5/26/2008
210,32278,6/1/2008
211,6540,6/26/2008
212,36526,6/27/2008
213,15057,6/28/2008
214,33923,6/29/2008
215,13913,6/30/2008
216,25015,7/1/2008
217,2415,7/2/2008
218,21901,10/30/2008
219,32868,5/26/2008
220,14175,6/1/2008
221,12535,9/12/2008
222,18847,11/19/2008
223,32711,7/2/2008
224,22922,10/30/2008
225,21513,5/26/2008
226,13911,6/1/2008
227,33188,5/26/2008
228,34587,6/1/2008
229,103,9/12/2008
230,234,11/19/2008
231,5486,7/2/2008
232,11648,10/30/2008
233,35309,5/26/2008
234,25500,6/1/2008
235,988,9/12/2008
236,18010,11/19/2008
237,2853,7/2/2008
238,10383,10/30/2008
239,5029,5/26/2008
240,18669,6/1/2008
241,35146,5/26/2008
242,39359,6/1/2008
243,7661,5/26/2008
244,11617,6/1/2008
245,29130,9/12/2008
246,34534,11/19/2008
247,32151,7/2/2008
248,272,10/30/2008
249,34311,7/2/2008
250,30209,10/30/2008
251,20422,5/26/2008
252,26334,6/1/2008
253,38523,6/26/2008
254,3219,6/27/2008
255,39301,6/28/2008
256,17095,6/29/2008
257,13225,6/30/2008
258,29864,7/1/2008
259,29117,7/2/2008
260,38071,10/30/2008
261,3921,5/26/2008
262,20559,6/1/2008
263,16231,9/12/2008
264,30685,11/19/2008
265,3352,7/2/2008
266,3838,10/30/2008
267,4422,5/26/2008
268,2556,6/1/2008
269,5383,5/26/2008
270,33387,6/1/2008
271,13309,9/12/2008
272,753,11/19/2008
273,6524,7/2/2008
274,33856,10/30/2008
275,1156,5/26/2008
276,11753,6/1/2008
277,34720,9/12/2008
278,3014,11/19/2008
279,30033,7/2/2008
280,13913,10/30/2008
281,24540,5/26/2008
282,23546,6/1/2008
283,4712,5/26/2008
284,11068,6/1/2008
285,2399,5/26/2008
286,26293,6/1/2008
287,17023,9/12/2008
288,16882,11/19/2008
289,32978,7/2/2008
290,28201,10/30/2008
291,9769,7/2/2008
292,30308,10/30/2008
293,35314,5/26/2008
294,24058,6/1/2008
295,30374,6/26/2008
296,2121,6/27/2008
297,19215,6/28/2008
298,5721,6/29/2008
299,13405,6/30/2008
300,5323,7/1/2008
301,4231,7/2/2008
302,33118,10/30/2008
303,38926,5/26/2008
304,38864,6/1/2008
305,11516,9/12/2008
306,36780,11/19/2008
307,9342,7/2/2008
308,28037,10/30/2008
309,3709,5/26/2008
310,34962,6/1/2008
311,5249,5/26/2008
312,32558,6/1/2008
313,2677,9/12/2008
314,7611,11/19/2008
315,1320,7/2/2008
316,13711,10/30/2008
317,8539,5/26/2008
318,14456,6/1/2008
319,13600,9/12/2008
320,31002,11/19/2008
321,37098,7/2/2008
322,15620,10/30/2008
323,37792,5/26/2008
324,30315,6/1/2008
325,29398,5/26/2008
326,37184,6/1/2008
327,9791,5/26/2008
328,27766,6/1/2008
329,14083,9/12/2008
330,15795,11/19/2008
331,38269,7/2/2008
332,27243,10/30/2008
333,8693,7/2/2008
334,32188,10/30/2008
335,35252,5/26/2008
336,4714,6/1/2008
337,15694,6/26/2008
338,26473,6/27/2008
339,11296,6/28/2008
340,32539,6/29/2008
341,18434,6/30/2008
342,14957,7/1/2008
343,11240,7/2/2008
344,7154,10/30/2008
345,12860,5/26/2008
346,29102,6/1/2008
347,23155,9/12/2008
348,27247,11/19/2008
349,38311,7/2/2008
350,14427,10/30/2008
351,17833,5/26/2008
352,12715,6/1/2008
353,16498,5/26/2008
354,26726,6/1/2008
355,15223,9/12/2008
356,16790,11/19/2008
357,27488,7/2/2008
358,37892,10/30/2008
359,37920,5/26/2008
360,26510,6/1/2008
361,3938,9/12/2008
362,36470,11/19/2008
363,7289,7/2/2008
364,31379,10/30/2008
365,34268,5/26/2008
366,24529,6/1/2008
367,1381,5/26/2008
368,16808,6/1/2008
369,35203,5/26/2008
370,38109,6/1/2008
371,13651,9/12/2008
372,15639,11/19/2008
373,12126,7/2/2008
374,17988,10/30/2008
375,2919,7/2/2008
376,35472,10/30/2008
377,21064,5/26/2008
378,8529,6/1/2008
379,7915,6/26/2008
380,13512,6/27/2008
381,34226,6/28/2008
382,39262,6/29/2008
383,7408,6/30/2008
384,18314,7/1/2008
385,36215,7/2/2008
386,19204,10/30/2008
387,25416,5/26/2008
388,19436,6/1/2008
389,37057,9/12/2008
390,27778,11/19/2008
391,30053,7/2/2008
392,3038,10/30/2008
393,16853,5/26/2008
394,3766,6/1/2008
395,20327,5/26/2008
396,5459,6/1/2008
397,13866,9/12/2008
398,339,11/19/2008
399,16599,7/2/2008
400,18362,10/30/2008
401,24382,5/26/2008
402,21371,6/1/2008
403,9124,9/12/2008
404,10269,11/19/2008
405,30736,7/2/2008
406,23986,10/30/2008
407,21907,5/26/2008
408,30783,6/1/2008
409,31438,5/26/2008
410,15258,6/1/2008
411,12467,5/26/2008
412,27124,6/1/2008
413,35222,9/12/2008
414,10072,11/19/2008
415,21288,7/2/2008
416,20533,10/30/2008
417,11085,7/2/2008
418,18564,10/30/2008
419,28329,5/26/2008
420,35731,6/1/2008
421,36327,6/26/2008
422,33938,6/27/2008
423,37294,6/28/2008
424,25437,6/29/2008
425,13402,6/30/2008
426,23246,7/1/2008
427,18702,7/2/2008
428,13985,10/30/2008
429,20401,5/26/2008
430,24567,6/1/2008
431,37771,9/12/2008
432,17101,11/19/2008
433,3942,7/2/2008
434,682,10/30/2008
435,38588,5/26/2008
436,23472,6/1/2008
437,4657,5/26/2008
438,12762,6/1/2008
439,8572,9/12/2008
440,19759,11/19/2008
441,2910,7/2/2008
442,17195,10/30/2008
443,35309,5/26/2008
444,37316,6/1/2008
445,1858,9/12/2008
446,34584,11/19/2008
447,33056,7/2/2008
448,18591,10/30/2008
449,8984,5/26/2008
450,31984,6/1/2008
451,13475,5/26/2008
452,32672,6/1/2008
453,5644,5/26/2008
454,38481,6/1/2008
455,7275,9/12/2008
456,39299,11/19/2008
457,4848,7/2/2008
458,21025,10/30/2008
459,20064,7/2/2008
460,23269,10/30/2008
461,79,5/26/2008
462,21945,6/1/2008
463,25300,6/26/2008
464,30894,6/27/2008
465,18936,6/28/2008
466,700,6/29/2008
467,7748,6/30/2008
468,24315,7/1/2008
469,4758,7/2/2008
470,27167,10/30/2008
471,37296,5/26/2008
472,31732,6/1/2008
473,13086,9/12/2008
474,37888,11/19/2008
475,28805,7/2/2008
476,28243,10/30/2008
477,15703,5/26/2008
478,34759,6/1/2008
479,38787,5/26/2008
480,38643,6/1/2008
481,11897,9/12/2008
482,26002,11/19/2008
483,28283,7/2/2008
484,29519,10/30/2008
485,8955,5/26/2008
486,13047,6/1/2008
487,13461,9/12/2008
488,26567,11/19/2008
489,7017,7/2/2008
490,18749,10/30/2008
491,24053,5/26/2008
492,29770,6/1/2008
493,7636,5/26/2008
494,2207,6/1/2008
495,31802,5/26/2008
496,27701,6/1/2008
497,17126,9/12/2008
498,15798,11/19/2008
499,12827,7/2/2008
500,7197,10/30/2008
501,18735,7/2/2008
502,10662,10/30/2008
503,35104,5/26/2008
504,33287,6/1/2008
505,38707,6/26/2008
506,14233,6/27/2008
507,14361,6/28/2008
508,7722,6/29/2008
509,10206,6/30/2008
510,36662,7/1/2008
511,4965,7/2/2008
512,4003,10/30/2008
513,14418,5/26/2008
514,21624,6/1/2008
515,27205,9/12/2008
516,29566,11/19/2008
517,23637,7/2/2008
518,35212,10/30/2008
519,6287,5/26/2008
520,3171,6/1/2008
521,28408,5/26/2008
522,19717,6/1/2008
523,16680,9/12/2008
524,20378,11/19/2008
525,37798,7/2/2008
526,18259,10/30/2008
527,28127,5/26/2008
528,29547,6/1/2008
529,609,9/12/2008
530,12472,11/19/2008
531,38626,7/2/2008
532,18488,10/30/2008
533,11618,5/26/2008
534,23422,6/1/2008
535,10112,5/26/2008
536,23292,6/1/2008
537,22581,5/26/2008
538,30305,6/1/2008
539,26606,9/12/2008
540,30080,11/19/2008
541,23110,7/2/2008
542,22404,10/30/2008
543,23594,7/2/2008
544,37605,10/30/2008
545,7030,5/26/2008
546,12070,6/1/2008
547,19130,6/26/2008
548,5328,6/27/2008
549,21877,6/28/2008
550,6867,6/29/2008
551,8950,6/30/2008
552,19624,7/1/2008
553,16194,7/2/2008
554,15037,10/30/2008
555,19829,5/26/2008
556,26370,6/1/2008
557,27945,9/12/2008
558,3936,11/19/2008
559,36228,7/2/2008
560,11912,10/30/2008
561,10618,5/26/2008
562,21285,6/1/2008
563,1116,5/26/2008
564,18693,6/1/2008
565,36730,9/12/2008
566,24434,11/19/2008
567,28365,7/2/2008
568,30362,10/30/2008
569,2564,5/26/2008
570,7041,6/1/2008
571,5611,9/12/2008
572,30016,11/19/2008
573,17698,7/2/2008
574,34504,10/30/2008
575,5795,5/26/2008
576,11312,6/1/2008
577,37865,5/26/2008
578,2641,6/1/2008
579,19225,5/26/2008
580,32888,6/1/2008
581,12654,9/12/2008
582,20509,11/19/2008
583,5011,7/2/2008
584,31247,10/30/2008
585,38393,7/2/2008
586,20553,10/30/2008
587,7650,5/26/2008
588,31772,6/1/2008
589,17958,6/26/2008
590,34496,6/27/2008
591,17051,6/28/2008
592,37148,6/29/2008
593,28765,6/30/2008
594,5908,7/1/2008
595,6326,7/2/2008
596,32958,10/30/2008
597,17063,5/26/2008
598,23098,6/1/2008
599,12209,9/12/2008
600,34009,11/19/2008
601,13754,7/2/2008
602,12511,10/30/2008
603,16365,5/26/2008
604,15975,6/1/2008
605,27410,5/26/2008
606,25464,6/1/2008
607,16726,9/12/2008
608,6096,11/19/2008
609,6668,7/2/2008
610,16057,10/30/2008
611,15271,5/26/2008
612,2372,6/1/2008
613,19961,9/12/2008
614,7926,11/19/2008
615,31261,7/2/2008
616,31634,10/30/2008
617,4003,5/26/2008
618,599,6/1/2008
619,35206,5/26/2008
620,35441,6/1/2008
621,35490,5/26/2008
622,11214,6/1/2008
623,25623,9/12/2008
624,17996,11/19/2008
625,17320,7/2/2008
626,8025,10/30/2008
627,28563,7/2/2008
628,10685,10/30/2008
629,23870,5/26/2008
630,31246,6/1/2008
631,22385,6/26/2008
632,2334,6/27/2008
633,39006,6/28/2008
634,11644,6/29/2008
635,27996,6/30/2008
636,14743,7/1/2008
637,16731,7/2/2008
638,31453,10/30/2008
639,18360,5/26/2008
640,25169,6/1/2008
641,3393,9/12/2008
642,25282,11/19/2008
643,8299,7/2/2008
644,1214,10/30/2008
645,30801,5/26/2008
646,38469,6/1/2008
647,30442,5/26/2008
648,35683,6/1/2008
649,13298,9/12/2008
650,28674,11/19/2008
651,38369,7/2/2008
652,29041,10/30/2008
653,38793,5/26/2008
654,39438,6/1/2008
655,23122,9/12/2008
656,19765,11/19/2008
657,14875,7/2/2008
658,29888,10/30/2008
659,26515,5/26/2008
660,25260,6/1/2008
661,9133,5/26/2008
662,6933,6/1/2008
663,6715,5/26/2008
664,25149,6/1/2008
665,27268,9/12/2008
666,31725,11/19/2008
667,33988,7/2/2008
668,34812,10/30/2008
669,32719,7/2/2008
670,1340,10/30/2008
671,8309,5/26/2008
672,32489,6/1/2008
673,17429,6/26/2008
674,29674,6/27/2008
675,7943,6/28/2008
676,38028,6/29/2008
677,36417,6/30/2008
678,26931,7/1/2008
679,20954,7/2/2008
680,1179,10/30/2008
681,18515,5/26/2008
682,26376,6/1/2008
683,18278,9/12/2008
684,27324,11/19/2008
685,35770,7/2/2008
686,12944,10/30/2008
687,20493,5/26/2008
688,17087,6/1/2008
689,3544,5/26/2008
690,25149,6/1/2008
691,278,9/12/2008
692,17571,11/19/2008
693,39339,7/2/2008
694,13318,10/30/2008
695,25798,5/26/2008
696,17120,6/1/2008
697,2589,9/12/2008
698,30457,11/19/2008
699,19380,7/2/2008
700,5999,10/30/2008
701,15501,5/26/2008
702,3504,6/1/2008
703,24426,5/26/2008
704,33643,6/1/2008
705,28326,5/26/2008
706,9305,6/1/2008
707,18620,9/12/2008
708,35525,11/19/2008
709,10014,7/2/2008
710,7491,10/30/2008
711,36440,7/2/2008
712,7961,10/30/2008
713,13690,5/26/2008
714,9338,6/1/2008
715,1493,6/26/2008
716,4484,6/27/2008
717,32423,6/28/2008
718,12583,6/29/2008
719,14044,6/30/2008
720,34436,7/1/2008
721,16759,7/2/2008
722,12231,10/30/2008
723,36886,5/26/2008
724,18086,6/1/2008
725,15462,9/12/2008
726,33485,11/19/2008
727,39281,7/2/2008
728,31664,10/30/2008
729,24222,5/26/2008
730,21464,6/1/2008
731,17942,5/26/2008
732,36692,6/1/2008
733,11616,9/12/2008
734,12559,11/19/2008
735,13802,7/2/2008
736,18295,10/30/2008
737,28642,5/26/2008
738,25225,6/1/2008
739,7120,9/12/2008
740,15948,11/19/2008
741,24929,7/2/2008
742,32225,10/30/2008
743,16892,5/26/2008
744,23199,6/1/2008
745,22942,5/26/2008
746,15179,6/1/2008
747,32630,5/26/2008
748,21353,6/1/2008
749,31304,9/12/2008
750,39154,11/19/2008
751,9134,7/2/2008
752,31853,10/30/2008
753,118,7/2/2008
754,33434,10/30/2008
755,17108,5/26/2008
756,19261,6/1/2008
757,36266,6/26/2008
758,33475,6/27/2008
759,24742,6/28/2008
760,2258,6/29/2008
761,13868,6/30/2008
762,38409,7/1/2008
763,23919,7/2/2008
764,7971,10/30/2008
765,347,5/26/2008
766,2075,6/1/2008
767,19673,9/12/2008
768,8029,11/19/2008
769,19956,7/2/2008
770,23113,10/30/2008
771,999,5/26/2008
772,11358,6/1/2008
773,2044,5/26/2008
774,14986,6/1/2008
775,6493,9/12/2008
776,34755,11/19/2008
777,7315,7/2/2008
778,33238,10/30/2008
779,39196,5/26/2008
780,20783,6/1/2008
781,38749,9/12/2008
782,30587,11/19/2008
783,38018,7/2/2008
784,30719,10/30/2008
785,2679,5/26/2008
786,33955,6/1/2008
787,24844,5/26/2008
788,16773,6/1/2008
789,36073,5/26/2008
790,11742,6/1/2008
791,3998,9/12/2008
792,24061,11/19/2008
793,6897,7/2/2008
794,24408,10/30/2008
795,33044,7/2/2008
796,37256,10/30/2008
797,22520,5/26/2008
798,31722,6/1/2008
799,17451,6/26/2008
800,6812,6/27/2008
801,37064,6/28/2008
802,2986,6/29/2008
803,37707,6/30/2008
804,11132,7/1/2008
805,18798,7/2/2008
806,15023,10/30/2008
807,29186,5/26/2008
808,20033,6/1/2008
809,6848,9/12/2008
810,6853,11/19/2008
811,28444,7/2/2008
812,17863,10/30/2008
813,21602,5/26/2008
814,34502,6/1/2008
815,23459,5/26/2008
816,30438,6/1/2008
817,29628,9/12/2008
818,18235,11/19/2008
819,15977,7/2/2008
820,25220,10/30/2008
821,16840,5/26/2008
822,35276,6/1/2008
823,3559,9/12/2008
824,17347,11/19/2008
825,20872,7/2/2008
826,3556,10/30/2008
827,23715,5/26/2008
828,22728,6/1/2008
829,12511,5/26/2008
830,11050,6/1/2008
831,3299,5/26/2008
832,22165,6/1/2008
833,27696,9/12/2008
834,1404,11/19/2008
835,21125,7/2/2008
836,39184,10/30/2008
837,37112,7/2/2008
838,18048,10/30/2008
839,29916,5/26/2008
840,23563,6/1/2008
841,27574,6/26/2008
842,4002,6/27/2008
843,22780,6/28/2008
844,2952,6/29/2008
845,1261,6/30/2008
846,38904,7/1/2008
847,29381,7/2/2008
848,13318,10/30/2008
849,22568,5/26/2008
850,33619,6/1/2008
851,12978,9/12/2008
852,35656,11/19/2008
853,11165,7/2/2008
854,26476,10/30/2008
855,23391,5/26/2008
856,1543,6/1/2008
857,9528,5/26/2008
858,32979,6/1/2008
859,11594,9/12/2008
860,18563,11/19/2008
861,20551,7/2/2008
862,33142,10/30/2008
863,37546,5/26/2008
864,30237,6/1/2008
865,37976,9/12/2008
866,25188,11/19/2008
867,31606,7/2/2008
868,1887,10/30/2008
869,36888,5/26/2008
870,25036,6/1/2008
871,11716,5/26/2008
872,1283,6/1/2008
873,18855,5/26/2008
874,24972,6/1/2008
875,25701,9/12/2008
876,23885,11/19/2008
877,536,7/2/2008
878,36844,10/30/2008
879,5419,7/2/2008
880,34704,10/30/2008
881,17302,5/26/2008
882,35415,6/1/2008
883,2708,6/26/2008
884,14274,6/27/2008
885,7854,6/28/2008
886,16400,6/29/2008
887,34353,6/30/2008
888,21594,7/1/2008
889,30923,7/2/2008
890,36923,10/30/2008
891,7593,5/26/2008
892,22705,6/1/2008
893,6483,9/12/2008
894,3851,11/19/2008
895,22216,7/2/2008
896,6839,10/30/2008
897,30068,5/26/2008
898,12309,6/1/2008
899,12238,5/26/2008
900,34451,6/1/2008
901,34879,9/12/2008
902,15124,11/19/2008
903,35792,7/2/2008
904,7539,10/30/2008
905,30949,5/26/2008
906,34894,6/1/2008
907,3018,9/12/2008
908,28788,11/19/2008
909,23811,7/2/2008
910,24722,10/30/2008
911,34378,5/26/2008
912,37111,6/1/2008
913,11058,5/26/2008
914,30595,6/1/2008
915,5804,5/26/2008
916,1097,6/1/2008
917,19338,9/12/2008
918,7291,11/19/2008
919,11531,7/2/2008
920,11672,10/30/2008
921,7680,7/2/2008
922,20250,10/30/2008
923,36753,5/26/2008
924,25865,6/1/2008
925,30086,6/26/2008
926,21756,6/27/2008
927,14746,6/28/2008
928,6965,6/29/2008
929,17345,6/30/2008
930,25641,7/1/2008
931,6243,7/2/2008
932,11611,10/30/2008
933,38418,5/26/2008
934,8490,6/1/2008
935,35862,9/12/2008
936,39167,11/19/2008
937,5084,7/2/2008
938,38760,10/30/2008
939,20948,5/26/2008
940,11551,6/1/2008
941,4948,5/26/2008
942,29842,6/1/2008
943,1342,9/12/2008
944,23887,11/19/2008
945,28696,7/2/2008
946,20464,10/30/2008
947,9484,5/26/2008
948,34166,6/1/2008
949,23272,9/12/2008
950,5073,11/19/2008
951,21760,7/2/2008
952,29871,10/30/2008
953,32627,5/26/2008
954,35984,6/1/2008
955,18964,5/26/2008
956,23892,6/1/2008
957,30356,5/26/2008
958,15230,6/1/2008
959,19481,9/12/2008
960,258,11/19/2008
961,28218,7/2/2008
962,14964,10/30/2008
963,19738,7/2/2008
964,18665,10/30/2008
965,23533,5/26/2008
966,38616,6/1/2008
967,32905,6/26/2008
968,16729,6/27/2008
969,3424,6/28/2008
970,27867,6/29/2008
971,30058,6/30/2008
972,23188,7/1/2008
973,19366,7/2/2008
974,33822,10/30/2008
975,2925,5/26/2008
976,13182,6/1/2008
977,6528,9/12/2008
978,31039,11/19/2008
979,27406,7/2/2008
980,12098,10/30/2008
981,8621,5/26/2008
982,23029,6/1/2008
983,34831,5/26/2008
984,7381,6/1/2008
985,24768,9/12/2008
986,18165,11/19/2008
987,28981,7/2/2008
988,1713,10/30/2008
989,15164,5/26/2008
990,22224,6/1/2008
991,8679,9/12/2008
992,1913,11/19/2008
993,6943,7/2/2008
994,14932,10/30/2008
995,30247,5/26/2008
996,18538,6/1/2008
997,30279,5/26/2008
998,38789,6/1/2008
999,30970,5/26/2008
1000,35974,6/1/2008
1001,37266,9/12/2008
1002,3647,11/19/2008
1003,24842,7/2/2008
1004,11078,10/30/2008
1005,31222,7/2/2008
1006,2812,10/30/2008
1007,29046,5/26/2008
1008,30922,6/1/2008
1009,19419,6/26/2008
1010,29879,6/27/2008
1011,39298,6/28/2008
1012,27405,6/29/2008
1013,32999,6/30/2008
1014,18471,7/1/2008
1015,29094,7/2/2008
1016,21988,10/30/2008
1017,36651,5/26/2008
1018,30174,6/1/2008
1019,37543,9/12/2008
1020,722,11/19/2008
1021,36946,7/2/2008
1022,12544,10/30/2008
1023,12663,5/26/2008
1024,8817,6/1/2008
1025,11286,5/26/2008
1026,29857,6/1/2008
1027,19199,9/12/2008
1028,6899,11/19/2008
1029,22391,7/2/2008
1030,15252,10/30/2008
1031,3759,5/26/2008
1032,10775,6/1/2008
1033,26838,9/12/2008
1034,7283,11/19/2008
1035,4671,7/2/2008
1036,13688,10/30/2008
1037,6466,5/26/2008
1038,19428,6/1/2008
1039,38791,5/26/2008
1040,7749,6/1/2008
1041,12468,5/26/2008
1042,11659,6/1/2008
1043,11344,9/12/2008
1044,13588,11/19/2008
1045,23878,7/2/2008
1046,848,10/30/2008
1047,18470,7/2/2008
1048,9963,10/30/2008
1049,13910,5/26/2008
1050,31146,6/1/2008
1051,38307,6/26/2008
1052,2491,6/27/2008
1053,15072,6/28/2008
1054,9445,6/29/2008
