48076,312,2
64501,165,2
60062,233,2
2903,306,3
95624,7,3
62301,110,3
37921,361,2
33065,20,3
30902,30,3
31775,416,1
35244,52,2
13202,357,1
80112,271,3
74722,351,3
95678,190,2
34642,196,2
13202,125,1
95204,33,2
83402,32,3
46225,369,3
37040,17,1
80222,110,3
85281,433,1
27530,29,1
92501,362,3
95937,274,2
35209,286,3
57745,177,2
85365,375,1
21861,323,1
29479,306,1
60607,147,2
19108,91,1
48075,192,3
68506,308,2
96001,145,3
90017,253,2
38110,373,3
61010,20,2
5452,187,2
68627,77,1
98201,245,2
60173,186,1
2903,77,2
11420,243,3
10011,297,2
11743,123,1
44601,286,3
24551,175,2
6477,17,2
24614,32,3
56470,371,3
15044,89,3
75081,347,1
30329,14,2
60173,358,2
27406,164,1
97232,154,3
20005,368,1
85021,86,1
32805,383,1
33012,158,2
21701,244,1
7102,286,1
31210,179,3
35203,294,3
19144,385,1
74354,50,3
68501,279,1
7087,371,2
33901,92,2
20191,80,1
73102,156,2
2110,152,1
10011,376,1
19403,400,3
31092,127,2
14172,65,1
14224,443,2
32202,286,2
8753,270,1
63052,63,1
60605,37,3
94108,265,3
4005,195,1
39194,162,3
44512,246,2
57371,199,3
64468,401,1
11235,359,3
76048,316,1
76446,315,1
49855,177,2
48933,98,2
89032,403,1
98225,47,3
28263,298,3
39402,251,1
30084,258,2
28546,240,3
53188,48,1
72901,403,2
93301,377,1
75201,369,1
48219,116,3
87821,412,1
19403,147,3
27834,399,2
63348,135,3
11743,342,2
21202,260,2
6820,18,2
1801,339,1
88254,422,3
46341,212,2
27604,122,2
77032,11,1
50401,64,3
30071,353,3
2192,329,1
97401,233,3
28301,433,1
20707,29,3
50315,141,1
66762,248,2
88101,365,3
90046,44,2
48601,40,1
46307,9,3
48226,291,3
27560,253,3
98902,330,1
60090,302,3
14031,408,2
8260,419,1
75081,346,3
78205,158,3
20707,379,3
55420,201,3
92705,371,3
91343,373,1
27401,309,2
20653,335,3
7087,373,1
39092,406,1
94110,418,2
75643,394,3
22102,64,1
70062,44,3
31501,278,2
85403,175,3
12932,217,1
31313,322,2
30308,206,1
1096,170,2
60062,57,1
30328,247,2
21202,53,3
31093,259,3
77055,330,3
70506,69,3
19108,76,3
73090,211,1
7102,296,3
33463,41,1
32750,77,3
76118,134,1
33166,73,1
36301,352,2
65354,313,1
47374,317,3
45501,324,2
23220,145,1
32250,252,3
55121,390,1
66712,374,3
39503,149,1
39450,219,2
63101,274,2
96819,140,1
91731,242,1
27455,388,3
46962,249,2
20011,12,3
10013,204,1
92801,200,2
75212,72,1
22901,182,2
78746,164,2
61257,234,1
60639,216,3
70526,35,1
22901,117,2
19107,366,3
91504,221,3
19107,337,1
6511,217,1
92614,215,3
65452,125,2
2128,303,1
54501,292,2
89069,232,2
17036,402,1
27909,234,2
67202,22,1
8540,125,1
92118,270,2
74301,93,2
10016,287,2
13027,19,2
24701,39,2
12601,72,3
16803,379,1
98155,224,2
61257,167,1
91706,298,1
30120,156,2
33442,362,1
67901,150,2
2421,397,2
97062,131,3
75244,380,2
46225,41,1
73942,203,2
19108,374,2
64106,305,3
6902,390,3
94539,109,3
38110,428,2
58501,216,2
46240,196,1
30188,42,1
35222,344,2
60606,68,1
92718,299,2
23666,265,1
60607,364,3
61085,437,3
75935,81,1
73102,264,1
11783,216,1
94115,222,3
77995,117,1
12832,138,3
20005,431,2
30601,426,2
21202,368,3
8901,198,2
94533,308,2
75253,251,3
37138,2,1
37211,15,1
95131,125,2
72211,426,3
58203,3,3
61820,385,1
24165,142,2
72756,303,3
95814,163,1
76102,272,3
93632,228,1
68114,376,3
28273,419,1
35565,366,3
97232,276,1
57585,237,3
7960,391,2
94103,31,2
78701,249,1
75201,58,2
38457,441,1
45236,278,2
60016,403,1
45202,104,2
71301,184,2
46601,287,3
5647,415,1
28904,73,3
37030,375,2
55422,345,3
60089,120,2
7102,235,1
2160,268,1
32207,174,2
68358,40,2
23601,282,3
14150,186,1
43950,432,1
40202,273,3
11714,124,3
1701,429,2
2114,396,2
48075,64,3
2905,35,3
90706,339,2
53151,24,2
44221,176,1
94041,119,1
8062,137,3
39170,437,3
99301,324,2
46049,64,1
60525,345,3
64108,222,1
23452,12,2
53019,324,1
57553,369,1
7601,265,1
7201,38,3
31093,395,2
70072,145,3
30097,23,2
74145,295,2
21231,246,1
55406,237,2
21204,97,2
93013,179,1
80112,257,2
48022,202,2
2360,251,3
2154,322,3
60045,254,1
40242,65,2
64613,248,3
33830,339,1
70001,160,1
52240,433,3
51575,241,3
98055,307,1
11357,216,2
61602,428,2
21201,150,1
29115,322,2
60525,243,3
60527,290,2
10011,20,2
2160,102,2
75604,374,2
60455,377,2
60606,141,1
15212,6,3
10011,352,1
62522,405,1
2110,363,1
94612,441,2
2852,73,3
72210,153,1
70113,97,1
48226,142,3
44857,87,1
19720,421,2
2141,91,1
74003,53,2
75833,101,3
93646,259,2
73107,406,3
33564,351,2
23455,177,1
30901,268,2
33607,414,1
90017,137,3
30093,92,1
3216,314,1
48221,371,3
66510,340,2
5673,223,2
59601,139,3
60090,281,1
46625,434,1
14623,240,2
80202,308,3
91801,296,3
76903,157,3
92614,76,2
8817,82,1
63471,108,1
63538,378,3
48076,175,3
32922,34,1
64110,313,2
85716,121,3
28801,313,2
67357,61,1
27954,57,2
15210,140,1
33436,423,2
19103,429,2
66951,395,3
91706,188,3
30341,377,2
33614,380,3
48075,390,3
96793,139,2
97473,386,3
60458,442,2
94903,80,3
44039,313,3
44902,29,1
49402,352,2
23452,420,3
83340,51,1
85233,363,3
14840,86,3
72211,229,1
20707,268,2
94108,370,2
33050,331,2
2780,430,3
98402,393,1
53188,156,1
43310,135,2
73111,234,2
42001,407,3
51201,162,1
53151,406,2
73663,222,2
46805,63,2
78636,211,1
48034,232,2
95926,293,1
8691,308,1
66214,352,2
1730,339,1
80014,251,2
56082,15,2
7065,394,3
68137,336,3
63101,113,1
48226,58,2
63108,246,1
36303,69,2
75240,412,1
19108,268,2
92805,229,1
58035,17,2
62220,251,3
16501,168,2
21740,391,3
44425,328,2
97420,202,1
60605,163,2
2192,111,2
27203,266,1
59019,9,1
38778,193,1
47513,250,3
11430,227,1
10458,238,2
75074,55,2
77302,369,1
47997,431,2
28801,396,3
33030,150,3
97701,150,2
45500,3,3
76102,404,2
94568,130,1
30309,301,3
77032,134,1
6082,369,3
95814,30,2
84058,438,3
20005,426,2
15044,365,1
56303,153,3
46410,199,3
63123,405,3
6854,305,2
95827,378,3
60610,12,3
92014,114,1
60005,142,2
99179,431,2
27513,83,1
37209,34,1
89101,41,1
41101,36,2
19108,343,2
20016,50,2
10013,437,2
19107,4,3
83702,88,1
38930,142,1
39213,79,1
14221,27,1
49113,408,2
62701,282,1
40202,26,1
45801,395,3
67337,84,2
80015,132,2
93901,19,1
21201,368,1
28328,161,3
90248,265,2
77901,394,2
2141,375,1
36602,264,2
93307,93,1
60607,243,1
90046,79,1
99362,435,3
66214,295,1
71901,323,2
45402,228,2
10036,20,3
84720,308,1
11743,421,1
2081,438,3
92103,49,2
48502,393,1
91941,225,2
61920,60,1
19103,233,2
27514,101,3
40223,218,1
91504,325,3
53095,19,1
15222,226,2
90017,371,3
19551,206,3
95827,204,2
62948,431,3
78723,40,2
42501,182,3
32905,272,1
38115,437,2
65804,392,3
85712,356,2
33868,30,3
12601,260,2
5401,234,3
28343,331,2
21502,351,3
11717,124,1
64151,127,3
48335,48,1
45241,416,1
68501,206,1
7608,181,1
43440,140,2
48213,238,2
90071,35,3
48235,205,1
93901,59,2
90017,358,3
85746,245,3
75150,162,3
89119,195,2
49779,396,1
33614,273,1
1608,25,1
24263,321,1
67202,169,2
39189,109,3
48342,378,1
11235,114,3
92401,440,1
31305,325,2
89501,323,2
95814,428,3
23228,29,1
43537,51,2
15017,371,3
60607,41,2
56441,68,2
8009,257,3
35768,257,1
46218,75,3
2141,137,1
77963,87,1
91006,70,2
24504,164,2
98860,229,3
11206,236,3
66207,342,2
24641,443,1
95482,342,2
67575,161,3
15222,328,1
91321,427,3
49855,109,3
2035,400,2
33825,176,3
54303,398,3
31701,218,1
90017,425,1
63101,30,2
23111,115,1
49503,286,2
32922,273,3
56301,143,3
48933,123,3
17070,231,1
17801,418,3
59901,8,2
56093,376,3
93901,442,3
53203,77,3
32092,9,1
10994,397,2
55104,295,1
14221,267,1
37184,3,2
6103,438,2
90028,289,2
85704,184,3
95630,271,1
48083,76,2
28202,429,1
53202,104,2
80202,367,1
94143,313,3
24141,45,1
75901,221,1
94112,209,1
45331,209,2
31201,302,2
97731,254,1
8104,274,3
56230,114,2
40982,64,1
15370,194,3
49923,93,3
12901,239,1
48607,267,2
43085,398,3
6103,202,2
33936,323,1
97402,346,1
61032,357,3
31313,301,2
81235,347,3
33486,309,1
49505,430,3
91505,139,1
44481,97,2
82601,366,3
38258,218,2
67446,418,2
32789,381,3
1103,252,2
60611,4,2
63101,380,1
95814,267,3
60453,310,2
64746,398,3
78229,25,2
60424,444,3
11714,263,3
32801,247,2
68501,416,1
55904,388,2
66214,319,2
75074,177,1
25301,299,1
77002,364,2
67441,13,2
10453,62,1
28105,227,1
1103,417,3
99603,420,1
59102,8,1
21842,103,3
77478,372,2
15757,340,1
10455,322,2
48226,376,2
91941,246,3
73461,395,1
49503,258,2
12538,295,2
17111,2,1
83204,302,2
63146,117,3
29201,420,1
33131,247,3
29379,292,1
58103,95,1
42240,222,2
73102,299,1
45817,124,1
34285,258,2
61486,45,3
78064,35,1
5301,99,3
75201,258,1
92614,284,2
55987,310,2
28202,246,2
96001,430,3
74136,11,1
2129,195,1
33317,176,1
29601,292,3
20024,316,1
55373,330,2
44907,303,1
23462,365,2
73102,360,3
40299,380,1
95977,239,1
85716,379,1
90802,270,2
47708,395,3
88101,133,1
75247,351,3
35209,219,3
74120,70,3
30303,127,3
60411,443,3
33442,200,3
48607,100,1
95110,38,1
20904,316,2
44131,397,1
62450,25,1
49007,58,3
48150,48,1
20005,379,2
48607,240,3
19104,163,3
95075,387,1
92139,260,2
92128,440,2
19108,116,3
32207,51,3
53703,393,2
89101,398,1
60430,339,3
15212,289,2
49635,339,2
30329,215,3
78476,107,2
47408,65,3
77571,36,3
17057,142,1
76031,369,1
30303,264,2
2160,142,2
33619,68,1
7102,295,3
27713,25,2
87571,381,1
79401,147,3
78401,98,2
32548,180,3
37055,84,1
29424,323,1
30058,348,1
19108,19,2
37210,374,2
48150,91,1
1238,264,2
66607,14,3
73020,321,1
37404,105,1
95113,251,1
75604,35,2
55344,418,2
70114,330,2
92646,350,2
77487,256,2
19103,366,2
10003,405,3
59252,116,1
53213,238,3
33619,337,2
40391,26,2
22801,123,2
73109,381,1
92664,252,1
48607,205,2
97526,425,1
90040,125,2
44131,101,3
76102,427,1
95448,136,1
35125,341,2
67491,141,2
6418,318,1
19118,381,1
13202,289,1
10011,290,2
50317,165,1
27260,418,3
98491,96,2
19104,362,2
45130,260,2
37921,140,3
43201,69,1
77002,247,3
85043,203,3
40507,359,2
43072,24,2
44070,355,2
8052,38,2
28405,43,2
75212,44,2
84116,396,3
29388,351,2
85632,257,1
19108,72,3
8610,266,2
10040,123,3
45402,174,3
80010,388,1
75078,262,2
62010,1,2
76301,23,2
32805,5,2
80202,76,2
77701,362,3
49855,262,2
72712,432,3
7436,413,2
33607,4,2
28105,348,1
78701,325,3
94107,313,2
39150,83,1
15301,398,3
79001,279,1
87111,104,2
63101,363,2
44305,190,2
7087,389,2
77701,244,2
17201,318,2
21030,86,3
77002,229,2
75060,216,3
28328,69,3
12207,4,3
46225,161,1
73102,112,1
45217,173,2
33169,322,1
91752,414,3
11735,105,2
30303,173,1
25801,225,3
95054,212,3
12207,218,2
85233,125,2
50273,277,3
33825,437,1
85034,57,1
71201,65,2
97870,312,3
37615,52,3
47374,14,1
17102,177,1
97004,377,1
32501,34,3
92240,271,2
92401,301,2
93721,41,1
99205,337,3
85003,350,2
43081,435,1
34601,123,1
44702,402,3
54303,188,2
70171,299,2
35045,393,1
3053,443,1
78418,8,3
83702,430,1
44128,43,1
20705,308,2
73102,431,3
45402,375,2
91789,208,1
59464,81,3
32698,318,2
33025,237,2
15220,80,1
88201,418,2
14052,320,1
56183,207,1
1609,32,1
1950,302,2
92805,213,3
46155,241,2
71602,287,3
35203,78,1
35044,394,2
56501,266,3
91750,337,3
75034,69,1
60606,418,1
55344,324,2
48075,327,2
75248,72,1
92376,175,3
71301,327,2
7840,377,2
75240,137,2
63132,26,3
30303,293,3
11743,313,2
92103,135,2
42101,344,1
20815,358,1
78744,51,1
92705,133,3
49684,373,3
12542,102,2
27834,187,1
46563,138,1
48933,65,1
60626,429,2
90017,244,1
17815,366,1
31701,185,1
75074,334,3
48213,139,1
44281,433,3
35772,71,2
73018,223,1
49337,363,1
77077,262,1
85034,327,3
44646,299,1
77025,438,3
57750,315,2
7501,91,3
51537,417,3
8540,197,2
17111,215,1
93550,142,1
2143,234,3
67601,285,1
85621,377,1
95113,269,1
96130,375,1
92128,266,2
33301,128,1
10004,319,3
63146,412,2
51534,363,3
60606,317,2
2903,110,3
27822,198,1
46614,181,2
99201,358,1
94019,10,1
48302,352,3
76710,274,2
6473,340,3
91403,112,1
95814,44,3
11530,150,3
50465,360,1
60090,250,2
61859,17,1
60173,141,1
78501,165,2
5033,39,2
33308,121,1
68102,265,3
58506,59,2
73102,103,1
90067,74,1
55057,143,1
20705,256,3
89119,281,2
39530,421,1
79930,20,3
45410,133,2
73438,105,3
49270,435,3
12501,46,3
7477,111,3
32810,30,3
5446,12,1
90040,427,3
54701,92,2
30309,287,3
33901,237,2
35216,145,2
47649,442,3
19115,197,1
35209,340,2
6810,442,3
76701,146,3
33937,64,3
58054,62,1
98205,428,2
62434,79,3
29201,377,3
61101,373,3
56101,89,1
48302,275,2
22408,267,2
10019,350,3
11530,321,1
51054,345,2
79701,154,2
61201,77,1
61401,435,2
53716,81,1
66604,319,2
33901,89,3
33317,298,3
10004,353,1
43017,90,1
18850,440,1
77640,162,1
93711,174,2
39402,335,3
94086,256,3
99801,276,1
63141,436,2
48706,182,2
53171,163,1
22090,21,3
24533,106,2
87109,338,1
98837,26,1
49686,371,3
61030,52,1
25801,382,1
78341,279,1
19403,249,3
48075,20,3
78217,261,1
44103,44,1
25625,434,3
70301,60,1
70113,66,2
78746,14,2
48075,283,1
92801,108,2
33478,412,1
56560,387,1
2141,160,2
47906,22,1
55427,330,2
83333,265,3
84062,3,1
83638,53,2
6854,269,1
16627,346,2
29841,213,1
33169,379,1
66943,402,1
94115,69,2
30303,19,3
89449,300,1
48226,123,1
74720,204,1
3103,288,3
48226,363,2
71483,206,1
92501,195,1
50309,344,1
10007,177,2
80010,194,2
98029,397,3
78758,62,2
49503,310,1
91731,215,2
21207,295,2
14450,254,2
2893,375,3
11201,334,1
53202,139,2
48226,266,3
21221,67,1
45241,234,2
95814,76,2
54669,136,2
54014,145,1
11530,225,2
10523,332,1
44125,318,2
67879,142,2
80202,200,2
14608,237,2
22101,400,1
62401,414,1
10573,123,2
87102,115,1
78258,209,2
70629,201,3
89128,227,2
70087,41,2
59487,73,1
14221,10,3
22041,194,2
14214,423,3
78217,8,3
95814,438,2
33602,364,1
19406,306,2
28105,240,3
94520,246,1
43209,252,3
92501,348,1
48302,441,3
13402,72,1
79936,92,1
33131,308,3
64613,17,2
99153,366,3
85712,367,2
33069,16,3
45402,340,1
33458,326,2
10013,166,3
99551,140,2
2142,405,2
31201,297,2
11206,340,2
78801,7,2
25301,307,1
17055,325,3
53005,197,2
7305,157,1
30303,181,1
12207,220,3
57441,80,2
38834,85,2
67218,303,2
36303,171,2
72908,341,3
54880,229,3
79106,328,3
14830,192,1
92262,179,1
97123,10,2
60607,121,2
6320,77,1
88101,7,3
48034,343,3
49093,419,1
44114,321,3
61832,4,3
89101,290,3
15904,275,3
82720,427,2
75202,125,3
50677,413,1
1852,119,1
20016,131,2
46806,294,2
99767,227,2
27525,234,2
20005,307,1
90017,373,3
73102,91,1
92121,342,3
70112,12,1
7662,163,1
93523,258,2
23223,288,3
19714,84,3
7960,1,3
33145,102,1
89501,152,2
98101,2,1
85232,7,3
99206,117,3
59401,319,1
56001,257,1
60062,345,3
52315,219,2
55414,413,2
22090,139,1
86047,329,3
75126,268,2
77093,324,2
1801,328,3
30303,299,1
1801,46,1
8901,370,3
97223,273,1
2081,288,3
49503,187,1
27703,195,3
64106,86,3
14616,337,3
31064,75,3
30303,342,3
48009,195,2
56131,392,1
80112,317,1
63101,337,1
21024,36,1
61704,206,1
78476,104,2
49806,251,1
94306,394,3
19464,351,1
43215,187,2
90017,374,2
19003,421,2
75060,216,2
8901,410,1
48015,337,1
49047,128,1
77478,153,1
48075,334,3
77541,434,1
10016,43,3
36693,106,2
73135,232,3
42003,157,3
39211,437,1
93721,374,2
53202,389,1
72205,266,3
20005,71,2
33166,26,3
61101,6,3
32019,374,2
55343,37,1
80134,419,1
78411,194,1
7111,68,2
10306,207,1
8052,59,2
46225,395,2
92805,93,3
40242,130,2
45212,226,1
29605,244,3
33904,328,3
69101,33,2
44129,135,1
21202,396,3
90042,97,3
90017,210,3
85034,326,2
1901,83,2
52216,74,2
10013,96,1
79220,160,3
43604,167,2
85003,90,1
92111,290,1
52584,374,1
22202,96,3
46563,409,1
77036,337,3
10013,312,1
67107,397,1
37421,56,1
38024,165,3
84106,437,2
39440,245,3
30458,280,2
54014,231,2
21620,287,3
22370,20,3
32505,425,1
94612,318,1
90017,304,2
75208,433,1
27405,321,2
44503,141,3
60432,107,2
52054,376,1
2169,263,3
53566,166,3
4101,423,3
11223,368,3
31701,25,2
53536,417,3
28263,167,2
32216,248,1
96815,372,1
14611,37,3
85501,73,1
60601,15,2
23220,84,2
13202,333,3
11714,301,3
33602,316,1
37201,6,1
74116,18,1
70001,340,1
99356,134,1
60601,50,1
92632,199,2
63301,4,2
43604,2,1
48044,428,2
77026,279,3
21117,50,2
2035,361,1
93117,85,3
19104,415,2
92111,427,2
89101,330,3
73601,162,2
43201,64,3
49503,425,3
90248,354,1
75002,134,3
38118,74,3
45204,234,2
7102,405,3
59259,350,1
94612,207,2
61001,32,1
7477,109,1
98225,434,2
78147,376,2
46202,85,1
14608,74,3
49783,107,2
72205,402,2
28412,438,1
44108,26,2
19301,89,1
48075,382,2
19146,237,1
90071,6,3
75426,76,1
34448,104,1
85269,292,3
11021,287,2
90250,240,3
33301,437,3
8102,113,2
11357,100,1
20036,336,1
90017,277,2
28451,416,3
4101,88,1
54538,115,3
95134,282,2
90017,354,1
85034,111,1
60605,349,1
19103,46,2
77063,186,3
58784,236,1
1801,307,2
84022,128,2
41701,438,2
27030,68,1
38128,119,1
33908,58,3
4005,262,1
60477,14,3
45701,133,3
3801,185,1
33434,173,3
20007,144,3
23505,37,2
97520,345,1
60441,212,3
63126,203,1
4943,233,3
44110,89,3
43040,129,1
90248,4,2
49503,204,1
63011,211,2
15010,242,1
59801,213,3
35203,129,1
44115,444,1
78702,218,3
55415,261,3
77627,382,2
95678,218,1
92705,39,1
62650,214,1
37209,66,2
35203,247,2
71101,137,2
2154,40,3
32601,344,2
25844,183,2
45140,384,3
92614,357,1
52803,367,2
55402,13,2
7032,201,3
17109,281,3
27801,169,3
98109,52,1
48302,141,1
55904,116,1
77901,383,3
27406,170,1
10603,106,2
90017,273,1
63101,183,1
92701,190,1
78258,79,3
87102,226,3
90017,271,2
56332,229,2
57472,55,3
80202,17,1
33308,176,2
65781,355,2
47708,150,2
33619,100,1
17013,184,2
92804,283,3
56023,371,1
95131,278,1
29201,372,3
29501,284,3
1890,343,2
6492,273,1
62460,182,3
32401,354,3
43611,242,3
20011,217,1
5301,76,2
39201,115,1
70601,250,3
48335,190,1
76903,342,3
54601,285,1
98032,429,1
39201,213,3
1608,111,1
33436,265,1
38668,92,1
4092,120,2
78240,142,1
67202,215,1
48219,249,2
67202,164,2
15221,308,2
60417,175,3
30278,256,3
44128,26,1
44305,348,1
2421,68,3
76147,55,1
56120,244,1
4073,123,3
98161,114,1
64667,147,3
24209,329,3
81501,438,2
48185,12,2
77030,423,1
98036,358,2
75240,408,1
29646,435,2
48617,143,3
44103,398,1
78258,256,3
44125,267,1
30303,405,1
40505,413,1
94612,121,1
46865,339,3
1862,217,3
43438,424,3
2740,56,1
66048,34,2
30058,376,1
53223,196,3
8854,273,3
34471,109,1
67477,266,1
78582,378,3
92101,214,2
30303,251,1
78405,36,2
85034,123,1
90017,199,2
85006,339,2
44114,79,2
98109,183,1
73939,175,2
50309,246,1
80020,104,2
49503,183,3
31901,29,1
27203,219,2
44512,72,3
36040,108,2
48933,154,1
79837,122,3
70171,419,1
60605,157,3
98663,60,1
98552,26,3
94536,306,2
93662,50,3
78801,348,1
38128,97,1
53015,312,1
67202,287,3
97204,171,1
54301,90,2
44131,401,3
7304,123,3
33179,227,2
61602,416,2
56201,442,3
8852,52,1
49945,15,2
70714,99,3
56216,419,1
95330,351,3
30303,47,2
6082,317,2
48302,322,2
84116,329,1
32202,86,2
75601,156,1
78209,239,1
8109,88,3
55401,92,3
96793,29,3
45241,91,2
43085,280,1
46171,88,2
97401,398,1
10018,155,1
30303,280,1
63037,249,1
33463,325,3
74135,288,3
55401,400,1
19714,93,3
8102,389,2
78240,204,3
10014,349,2
18949,375,3
30071,247,1
24401,148,2
55422,278,1
93901,348,2
39401,53,2
34739,358,1
75204,309,3
85701,341,1
93240,17,3
76084,251,2
33463,396,3
92111,404,3
41311,318,3
45323,330,2
3820,394,1
19403,341,3
2903,53,1
8901,395,2
11530,231,3
18708,63,2
53233,263,3
6360,436,3
13202,145,2
21601,356,2
2115,255,1
97205,272,1
20011,198,3
79410,111,2
14216,375,2
97005,220,1
99201,47,2
30082,127,2
95673,150,2
97883,418,1
60636,48,3
5301,398,1
97204,11,1
23219,289,2
71118,413,3
80239,106,1
11612,236,3
42071,138,1
3608,102,1
70001,280,2
37421,273,1
94066,63,3
32751,299,1
16866,22,2
60106,428,3
44307,63,1
33176,242,2
39211,338,2
43062,420,3
67213,12,3
31206,340,3
99201,431,1
36268,248,2
99680,303,1
4037,365,1
80918,366,2
78550,123,3
33025,293,2
21202,40,3
92705,199,1
95202,220,2
40507,222,3
48126,44,3
19714,430,1
22020,14,3
29492,228,2
2066,36,2
94520,262,1
15201,444,1
97005,390,1
30303,189,1
28168,436,3
39201,140,2
25411,209,1
80112,48,1
47274,246,2
95202,259,1
75204,157,1
15235,73,2
33128,144,1
82939,368,3
78550,98,2
16327,29,3
67336,427,2
64476,326,1
28202,372,1
30303,231,2
22310,148,3
60409,223,3
22193,60,1
48623,286,3
41776,418,1
34950,85,3
1852,169,2
14068,111,2
16601,361,2
70506,37,3
40299,283,1
26155,116,2
29576,376,1
98925,411,2
97420,28,2
17602,346,3
63801,135,1
70392,153,3
60007,41,1
20200,128,3
81101,361,3
45204,363,2
25918,78,3
64106,79,2
10013,195,2
20009,436,2
2421,333,1
75034,433,1
71730,57,2
93632,382,2
27604,345,2
29621,287,3
20910,2,2
60148,313,1
21076,181,2
84316,4,1
60607,288,1
92646,6,2
77995,180,2
46278,72,1
29832,3,3
82003,189,2
65712,424,2
95023,252,2
7104,109,1
17602,30,2
11238,113,3
99697,409,1
11693,219,2
67801,116,3
85233,353,3
95054,319,1
94539,440,1
28379,345,3
91204,123,2
97140,169,1
85012,202,3
77074,151,2
15143,287,3
54967,352,1
60430,148,2
7662,199,1
2908,361,2
93901,428,1
65338,244,3
2370,175,2
49503,406,2
28073,204,1
45402,189,2
75204,223,1
48226,347,2
44846,147,2
79029,33,2
60173,50,1
67434,280,2
5403,361,2
92651,57,1
38501,209,1
20170,37,1
76272,360,3
78744,191,1
25510,326,1
27801,363,1
40202,39,2
39201,198,2
20005,344,3
77063,51,2
72438,144,1
33132,134,2
7608,307,3
90017,437,2
27320,285,1
53704,280,2
50447,28,1
10965,22,3
85003,398,1
30110,248,2
83854,248,1
1740,9,1
53186,177,3
16057,154,2
80216,79,2
27801,208,2
12207,143,3
48150,194,3
27401,358,1
44125,342,2
56557,275,2
11756,331,3
35209,374,3
55121,165,2
14608,363,3
91731,283,1
75207,274,3
70112,163,2
61341,167,3
95814,292,3
28202,308,1
47374,239,3
8102,226,1
59312,13,2
1730,303,2
95552,199,1
15212,203,1
45429,226,1
67846,428,3
70806,251,3
76705,236,2
55415,79,2
25301,230,1
60631,159,1
17038,307,2
85034,422,2
11206,154,1
27560,291,2
11430,186,3
21502,226,3
60601,222,3
50309,130,1
77515,71,2
10016,322,2
90247,188,3
35203,330,3
98119,195,1
50266,236,1
19108,424,3
90017,295,1
90028,87,2
48201,237,3
59317,228,2
18101,112,1
65340,86,3
37663,436,1
71201,268,3
77030,85,1
53593,142,2
95659,95,1
97223,295,3
91505,48,1
70001,31,3
70503,437,2
30240,152,2
55802,267,2
94118,382,1
80112,429,1
62996,168,1
83702,225,2
48502,196,2
90017,134,3
60062,243,1
26155,151,3
75207,435,1
56560,62,3
16001,51,1
15145,204,1
92103,189,2
20770,366,2
69336,273,2
2050,171,2
65616,244,2
76011,367,3
78217,399,1
33025,424,2
24641,195,1
60603,405,3
32216,192,1
48302,433,2
64671,437,2
79901,286,1
65101,416,2
6082,435,2
32246,276,2
70601,351,3
67017,311,1
6880,231,1
15236,99,2
62563,285,3
70062,430,1
49503,271,3
98133,132,2
32809,249,1
55427,11,3
25510,233,1
78550,323,1
8817,370,3
85226,368,1
61111,319,1
85236,310,1
30902,42,2
45203,386,2
2146,145,2
2143,136,2
6103,39,2
49630,167,2
20005,438,1
72201,248,3
49503,336,1
54473,15,3
12207,434,1
33602,405,2
32789,257,2
55410,17,3
22042,73,3
60606,190,2
